field_key,component_name,lv2_scope,requiredness,source_file
groupName,activity_slides,ACT-004,optional,lv2_central_brain/activity_004.md
ingestPayload,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
ingestSource,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
instructions,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
intonationOptions,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
isRequiredToPass,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
keywords,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
l1InterferenceNotes,activity_slides,ACT-004,optional,lv2_central_brain/activity_004.md
lastUpdatedAt,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
lastUpdatedBy,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
learningObjectives,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
lessonId,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
levelMax,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
levelMin,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
linkedResources,activity_slides,ACT-004,optional,lv2_central_brain/activity_004.md
manualOverrideJson,activity_slides,ACT-004,optional,lv2_central_brain/activity_004.md
masteryRule,activity_slides,ACT-004,optional,lv2_central_brain/activity_004.md
masteryThreshold,activity_slides,ACT-004,optional,lv2_central_brain/activity_004.md
maxAttempts,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
maxScoreValue,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
metadata,activity_slides,ACT-004,optional,lv2_central_brain/activity_004.md
minAttemptsBeforeSkip,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
moduleId,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
note,activity_slides,ACT-004,optional,lv2_central_brain/activity_004.md
notesForTeacherOrAI,activity_slides,ACT-004,optional,lv2_central_brain/activity_004.md
orderIndex,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
ownerTeam,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
passingScoreType,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
passingScoreValue,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
passRequiredForNext,activity_slides,ACT-004,optional,lv2_central_brain/activity_004.md
prerequisiteEdges,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
prerequisiteModules,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
prerequisiteNodes,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
prerequisites,activity_slides,ACT-004,optional,lv2_central_brain/activity_004.md
prerequisiteSlices,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
priorLessons,activity_slides,ACT-004,optional,lv2_central_brain/activity_004.md
pronunciationFocus,activity_slides,ACT-004,optional,lv2_central_brain/activity_004.md
propsJson,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
registerTone,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
registerVariants,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
remediationGuidance,activity_slides,ACT-004,optional,lv2_central_brain/activity_004.md
remediationPaths,activity_slides,ACT-004,optional,lv2_central_brain/activity_004.md
requiredScore,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
retryPolicy,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
runtimeContractV1,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
shortSummaryTeacherActivity,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
shortSummaryTeacherSlide,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
signatureMetaphors,activity_slides,ACT-004,optional,lv2_central_brain/activity_004.md
simplificationGuidelines,activity_slides,ACT-004,optional,lv2_central_brain/activity_004.md
skipPolicy,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
slideId,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
slug,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
sourceVersion,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
styleConstraints,activity_slides,ACT-004,optional,lv2_central_brain/activity_004.md
subtitle,activity_slides,ACT-004,optional,lv2_central_brain/activity_004.md
successCriteria,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
tags,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
targetedEdges,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
targetedNodes,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
targetedSlices,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
targetLanguage,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
targetNodeKeys,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
teacherNotes,activity_slides,ACT-004,optional,lv2_central_brain/activity_004.md
teacherOverview,activity_slides,ACT-004,optional,lv2_central_brain/activity_004.md
telemetryTags,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
textSubtype,activity_slides,ACT-004,optional,lv2_central_brain/activity_004.md
timeExpectationActivity,activity_slides,ACT-004,optional,lv2_central_brain/activity_004.md
title,activity_slides,ACT-004,optional,lv2_central_brain/activity_004.md
topicCategory,activity_slides,ACT-004,optional,lv2_central_brain/activity_004.md
type,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
version,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
visibility,activity_slides,ACT-004,required,lv2_central_brain/activity_004.md
vocabularyTheme,activity_slides,ACT-004,optional,lv2_central_brain/activity_004.md
activityId,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
aiInstructions,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
allowRetry,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
allowSkip,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
anecdoteOrMemoryHook,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
assessmentPlan,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
audienceNotes,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
audioId,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
autoAdvance,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
body,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
buttons,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
cefrLevel,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
cefrMax,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
cefrMin,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
commonMisconceptions,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
competencyTags,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
coreTopics,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
culturalContext,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
defaultLang,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
delayMs,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
description,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
diagnosticChecks,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
differentiationPaths,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
differentiationStrategies,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
diffLog,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
discourseFocus,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
estimatedMinutes,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
exampleResponses,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
expansionGuidelines,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
expectedCompletionRate,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
expectedTimeOnTask,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
extractabilityTier,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
extraPracticeNotes,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
forbiddenPatterns,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
grammarFocus,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
groupId,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
groupName,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
ingestPayload,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
ingestSource,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
instructions,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
isRequiredToPass,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
keywords,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
l1InterferenceNotes,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
lastUpdatedAt,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
lastUpdatedBy,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
learningObjectives,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
lessonId,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
levelMax,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
levelMin,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
lines,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
linkedResources,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
manualOverrideJson,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
masteryRule,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
masteryThreshold,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
maxAttempts,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
maxScoreValue,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
metadata,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
minAttemptsBeforeSkip,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
moduleId,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
note,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
notesForTeacherOrAI,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
orderIndex,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
ownerTeam,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
passingScoreType,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
passingScoreValue,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
passRequiredForNext,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
prerequisiteEdges,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
prerequisiteModules,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
prerequisiteNodes,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
prerequisites,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
prerequisiteSlices,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
priorLessons,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
pronunciationFocus,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
propsJson,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
registerTone,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
registerVariants,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
remediationGuidance,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
remediationPaths,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
requiredScore,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
retryPolicy,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
runtimeContractV1,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
shortSummaryTeacherActivity,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
shortSummaryTeacherSlide,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
signatureMetaphors,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
simplificationGuidelines,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
skipPolicy,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
slideId,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
slug,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
sourceVersion,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
styleConstraints,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
subtitle,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
successCriteria,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
tags,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
targetedEdges,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
targetedNodes,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
targetedSlices,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
targetLanguage,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
targetNodeKeys,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
targetText,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
teacherNotes,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
teacherOverview,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
telemetryTags,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
textSubtype,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
timeExpectationActivity,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
title,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
topicCategory,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
type,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
version,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
visibility,activity_slides,ACT-005,required,lv2_central_brain/activity_005.md
vocabularyTheme,activity_slides,ACT-005,optional,lv2_central_brain/activity_005.md
activityId,activity_slides,ACT-009,required,lv2_central_brain/activity_009.md
